,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,EXAM_TYPE,ENTRY_SALARY,OPEN_DATE,REQUIREMENT_SET_TEXT
632,TRUCK AND EQUIPMENT DISPATCHER 3586 052617 (4) REVISED.txt,TRUCK AND EQUIPMENT DISPATCHER,3586,"A Truck and Equipment Dispatcher assigns, reviews, and evaluates the work of employees engaged in the operation of heavy duty trucks and construction equipment; dispatches heavy duty transportation and construction equipment; establishes schedules and routes for such equipment; arranges for inspection of equipment to determine necessity for repairs; recommends and arranges rental of transportation or construction equipment and contracts; coordinates the assignment and placement of such equipment; obtains necessary transportation permits; uses automated technology and information systems to record, monitor, analyze, and act upon fleet related data; evaluates and recommends equipment rate adjustment; may act as Lead Dispatcher, and evaluates the need for and provides training to staff as necessary; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$72,036-$89,470",05-26-17,
633,TRUCK OPERATOR 3583 012618.txt,TRUCK OPERATOR,3583,"A Truck Operator drives a truck with a Gross Vehicle Weight Rating of up to 51,999 lbs. and may be required to operate mechanical attachments on the truck; may be required to pull a trailer under 10,000 lbs. Gross Vehicle Weight with a combined length of less than 40 feet; and may work as a manual laborer or direct a manual labor crew during periods of the day when not driving.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$52,262-$64,915",01-26-18,
634,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC 3812 101918.txt,UNDERGROUND DISTRIBUTION CONSTRUCTION MECHANIC,3812,"An Underground Distribution Construction Mechanic constructs, maintains, and repairs underground ducts, maintenance holes, and vaults.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$70,783-$87,946",10-19-18,
635,UNDERGROUND DISTRIBUTION CONSTRUCTION SUPERVISOR 3814 121418 REV 122718 (1).txt,UNDERGROUND DISTRIBUTION CONSTRUCTION SUPERVISOR,3814,"An Underground Distribution Construction Supervisor assigns, reviews, and evaluates the work of a group of technical employees engaged in the construction, maintenance, and repair of underground ducts, maintenance holes, and vaults; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$110,476-$116,635",12-14-18,
636,UPHOLSTERER 3723 041715.txt,UPHOLSTERER,3723,"An Upholsterer repairs and replaces upholstery on automotive seats and office furniture through the use of leather, plastic, fabric, canvas, and vinyl plastic materials. Modifies, fabricates, and constructs vehicle interior and exterior paneling, awnings, covers, curtains, floor mats, compartments and insulation, through the use of masonite, plywood, cardboard, rubber, vinyl, cloth and foam materials.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$75,335 (flat-rated)",04-17-15,
637,UTILITIES SERVICE INVESTIGATOR 1631 101615 (1).txt,UTILITIES SERVICE INVESTIGATOR,1631,"A Utilities Service Investigator (USI) works under general supervision to determine and secure evidence of any criminal or civil incident involving Department of Water and Power property and facilities; conducts internal investigations of matters that potentially involve violation of City or Department policy, or state laws which may involve criminal misconduct by Department employees; prepares investigative strategies and methods of inquiry for various incidents; conducts interviews related to incidents; examines and investigates allegations of fraud and conflicts of interest; prepares detailed, complete investigative written reports; provides comprehensive oral presentations of investigative findings; gathers intelligence affecting the Department; and serves as liaison to law enforcement agencies.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$91,892-$114,150",10-16-15,
638,UTILITY ACCOUNTANT 1511 092818.txt,UTILITY ACCOUNTANT,1511,"A Utility Accountant performs professional accounting, finance, and/or audit-related work. The scope of such work includes the analysis, preparation and maintenance of financial records and reports; treasury and financial activities; and internal audit reviews at the Department of Water and Power.",,,,,,,,,,May-Required,OPEN COMPETITIVE BASIS,"$71,868-$89,303",09-28-18,
639,UTILITY ADMINISTRATOR 9105 060217.txt,UTILITY ADMINISTRATOR,9105,"A Utility Administrator plans, directs, organizes and coordinates work and resources; directs professional, technical, and clerical personnel in performing a wide range of administrative, financial, budgetary, personnel, labor relations and staff support activities ranging from the section to the departmental level in the Department of Water and Power; may personally perform, or perform through subordinate supervisors, the more difficult and complex work; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$97,363-$120,957",06-02-17,
640,UTILITY BUYER 1861 090718.txt,UTILITY BUYER,1861,"A Utility Buyer purchases a variety of supplies, equipment, services, and materials for use in the Department of Water and Power; performs professional staff work by analyzing bids and making awards based on the lowest ultimate cost to the Department of Water and Power; and does related work.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$83,352-$103,564",09-07-18,
641,UTILITY EXECUTIVE SECRETARY 1336 042817 (1).txt,UTILITY EXECUTIVE SECRETARY,1336,"A Utility Executive Secretary performs highly specialized administrative and secretarial support in an executive office in the Department of Water and Power; may plan, organize and direct the work of a group of employees engaged in secretarial and/or clerical support work; prepares and processes Board of Water and Power Commissioners packages and other Department related documents using various computer software programs, and in compliance with established procedures; may prepare, type, and examine minutes of meetings; maintains calendar; prepares travel arrangements for managers; may interface with elected and appointed officials, other executive staff, governmental agencies and labor organizations, or the public; may work in a demanding environment with critical and often conflicting priorities requiring independent judgment and immediate decision-making; applies sound supervisory principles and techniques in building and maintaining an effective workforce, and fulfills workplace safety and equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$75,188-$79,385",04-28-17,
642,UTILITY SERVICES MANAGER 9106 110416.txt,UTILITY SERVICES MANAGER,9106,"A Utility Services Manager manages Department of Water and Power Divisions or organizational entities engaged in industry specific functions such as customer service activities including continuous operation contact center operations, customer relations, field service and collection, revenue protection and management, billing services; environmental programs; debt recovery programs; as well as marketing and strategic planning and research, account management; support and promotional activities; business planning; customer technology and data analytics management; addressing quality issues related to the Department and customer and public interaction and/or notifications on water quality regulations, issues and solutions; bulk power sales, and the efficient usage of energy and water; may also serve as an assistant head of a business organization; applies sound management and supervisory principles and techniques in building and maintaining an effective work force; interacts with regulatory agencies on matters such as planning, permitting, and promulgation of existing and new regulations affecting customers and internal operations and policy; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$99,305-$123,379",11-04-16,
643,UTILITY SERVICES SPECIALIST 3755 072117 (1).txt,UTILITY SERVICES SPECIALIST,3755,"Promotes through extensive customer contacts the marketing, efficient use and conservation of electrical energy and water among commercial, governmental, institutional, industrial and residential customers; contacts customers and performs difficult and complex needs analyses, including energy and/or water usage, and other products and services; performs complex data and fiscal analyses including rate analyses, Return on Investment (ROI) analyses on various water and/or electric measures, and others; develops, implements, and administers marketing strategies and programs; including environmental/energy efficiency incentive programs; may perform complex load, rate, segmentation and other analyses for individual customers or market segments; manages and facilitates communications with customers via direct or electronic means; presents customers and contractors with cost-effective recommendations for the conservation and efficient use of energy and water; researches, assembles, analyzes, and interprets customer data and prepares correspondence, presentations, and reports to executive management inside and outside of the Department of Water and Power (DWP) on key customer issues. Manages consumer issues related to potable and recycled water supply sources, water quality and safety, including public health issues; may supervise in the absence of the regular supervisor or act as a lead worker; and does related work. NOTES: You must also review and complete an on-line Job Preview Questionnaire (JPQ), which will provide you with a realistic understanding of the job of Utility Services Specialist.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$74,750-$92,895",07-21-17,
